conf,id,Ead,xV,xN,xH,Z,rmsd,rmaxsd,dminN,dminH,M,chi,q,mu,Eg,CNN,dCNN,CNS,dCNS,aminS,amaxS,aminN,amaxN,adispN,adispH,lmin,lmax
1N_1H_14x0_graphitic,10,0.6541788857703906,0.0,0.4464285714285714,0.4464285714285714,6,0.24696578810487108,0.4841655290499993,8.920049228854163,nan,2,0.0,0.0,0.0,0.115726,3.0,0.0,3.0,1.0,2.071504407814018,2.0962230382680804,2.057163956757706,2.0999361851271168,2.403875860913057,nan,1.427929860770641,1.4293782377965183
1N_1H_14x0_graphitic,11,0.627762000770182,0.0,0.4464285714285714,0.4464285714285714,6,0.3993700343671428,0.7372626210500011,10.300005148360134,nan,2,0.0,-0.001,0.007,0.115726,3.0,0.0,3.0,1.0,2.0704586152397395,2.095764563685661,2.057163956757706,2.0999361851271168,2.3773052799518033,nan,1.427929860770641,1.429085973798982
1N_1H_14x0_graphitic,12,0.6765120068005221,0.0,0.4464285714285714,0.4464285714285714,6,0.4004711156208238,0.7378881439000002,11.330762657168304,nan,2,0.0,-0.001,0.001,0.115726,3.0,0.0,3.0,1.0,2.0706775175660037,2.095960493220381,2.057163956757706,2.0999361851271168,2.467515598045451,nan,1.4265889844493536,1.430175592674659
1N_1H_14x0_graphitic,17,0.6277620559224503,0.0,0.4464285714285714,0.4464285714285714,6,0.3993837382349012,0.7372584617000024,10.299973409378753,nan,2,0.0,-0.001,0.007,0.115726,3.0,0.0,3.0,1.0,2.0704453346428844,2.095771349709032,2.057163956757706,2.0999361851271168,2.3773081103667466,nan,1.4279220485518287,1.4290788750022048
1N_1H_14x0_graphitic,18,0.676512009776542,0.0,0.4464285714285714,0.4464285714285714,6,0.4004849606952107,0.7378960643000001,11.330732684095432,nan,2,0.0,-0.001,0.001,0.115726,3.0,0.0,3.0,1.0,2.0706652432195387,2.0959677051919563,2.057163956757706,2.0999361851271168,2.467518164305883,nan,1.426581164111534,1.4301684938997632
1N_1H_14x0_graphitic,19,0.5765626313540062,0.0,0.4464285714285714,0.4464285714285714,6,0.24680812907702718,0.48189911665000196,7.953008573983292,nan,2,0.0,-0.002,0.011,0.115726,3.0,0.0,3.0,1.0,2.0697112455596254,2.096928062336557,2.057163956757706,2.0999361851271168,2.278473428019399,nan,1.4270140725488827,1.4298993470453547
1N_1H_14x0_graphitic,20,0.6541799258491167,0.0,0.4464285714285714,0.4464285714285714,6,0.24698043196843397,0.48417388544999973,8.920024083430599,nan,2,0.0,0.0,0.0,0.115726,3.0,0.0,3.0,1.0,2.0714912379776806,2.096229928395559,2.057163956757706,2.0999361851271168,2.4038781650893872,nan,1.4279220485518287,1.4293746572634713
1N_1H_14x0_graphitic,21,0.6461858230040526,0.0,0.4464285714285714,0.4464285714285714,6,0.03033599153617446,0.36203418404999965,8.690790835135237,nan,2,0.0,0.0,0.001,0.115726,3.0,0.0,3.0,1.0,2.0704764498369634,2.0963329194319407,2.057163956757706,2.0999361851271168,2.553413862789131,nan,1.4285111956463366,1.4308061070554292
1N_1H_14x0_graphitic,22,0.6693847953647823,0.0,0.4464285714285714,0.4464285714285714,6,0.03901106074344701,0.3627701520000004,9.895337516290253,nan,2,0.0,0.0,-0.002,0.115726,3.0,0.0,3.0,1.0,2.0703298860167836,2.0967918843854565,2.057163956757706,2.0999361851271168,2.6343561866155265,nan,1.4285111956463366,1.43059423037474
1N_1H_14x0_graphitic,23,0.6330338942302165,0.0,0.4464285714285714,0.4464285714285714,6,0.04367708948520638,0.4004932156999983,6.223721269777323,nan,2,0.0,-0.001,0.004,0.115726,3.0,0.0,3.0,1.0,2.0712989583366572,2.0968823304162396,2.057163956757706,2.0999361851271168,2.513882378366926,nan,1.4292070161655972,1.430487587551796
1N_1H_14x0_graphitic,24,0.6796549284169139,0.0,0.4464285714285714,0.4464285714285714,6,0.02773657538967083,0.3712161240999974,7.422300970491718,nan,2,0.0,-0.002,0.004,0.115726,3.0,0.0,3.0,1.0,2.0693785000249214,2.096699446869621,2.057163956757706,2.0999361851271168,2.6279351579074395,nan,1.4269948518138025,1.4308061070554292
1N_1H_14x0_graphitic,25,0.585482196302671,0.0,0.4464285714285714,0.4464285714285714,6,0.24990247617817068,0.4814469496000022,7.563471767096179,nan,2,0.0,-0.001,0.007,0.115726,3.0,0.0,3.0,1.0,2.0690414211177957,2.096827644644894,2.057163956757706,2.0999361851271168,2.811795683394371,nan,1.4269948518138025,1.431400827925481
1N_1H_14x0_graphitic,26,0.6633322662486683,0.0,0.4464285714285714,0.4464285714285714,6,0.24885140620667218,0.4792731117000013,8.92703943453041,nan,2,0.0,0.0,-0.001,0.115726,3.0,0.0,3.0,1.0,2.0690417252371085,2.096557560292236,2.057163956757706,2.0999361851271168,2.8638554563730945,nan,1.4284700365365086,1.430926445246551
1N_1H_14x0_graphitic,27,0.46840531670497093,0.0,0.4464285714285714,0.4464285714285714,6,0.4021951516340633,0.7577729672000029,5.1526243926714885,nan,2,0.0,0.001,0.002,0.115726,3.0,0.0,3.0,1.0,2.065640844150923,2.098350381142391,2.057163956757706,2.0999361851271168,2.8997705155132203,nan,1.4277154301659054,1.433371876330622
1N_1H_14x0_graphitic,28,0.6446441919999513,0.0,0.4464285714285714,0.4464285714285714,6,0.40086533954909714,0.7452028746000012,6.547372236515239,nan,2,0.0,-0.002,0.002,0.115726,3.0,0.0,3.0,1.0,2.0664560948824278,2.09805314464724,2.057163956757706,2.0999361851271168,2.9522227606124543,nan,1.4277154301659054,1.431400827925481
1N_1H_14x0_graphitic,29,0.5755581665339802,0.0,0.4464285714285714,0.4464285714285714,6,0.4539973304717465,0.8539658705000024,7.148788671000042,nan,2,0.0,-0.0,0.0,0.115726,3.0,0.0,3.0,1.0,2.066280032520182,2.0970258203469307,2.057163956757706,2.0999361851271168,3.1342925130441883,nan,1.4281088727654454,1.430972612471794
1N_1H_14x0_graphitic,30,0.6443205086456828,0.0,0.4464285714285714,0.4464285714285714,6,0.45304942800952386,0.8361714682000017,4.281667740600108,nan,2,0.0,-0.008,0.011,0.115726,3.0,0.0,3.0,1.0,2.0642519722851014,2.0964211211592643,2.057163956757706,2.0999361851271168,3.12888594721298,nan,1.4205000430084465,1.433371876330622
1N_1H_14x0_graphitic,31,-0.024398046578451456,0.0,0.4464285714285714,0.4464285714285714,6,0.393024222731842,0.7388535098000029,1.4168969652456262,nan,2,0.0,0.134,0.012,0.115726,3.0,0.33333333333333304,3.0,1.0,2.0697806058538837,2.102963355997201,2.057163956757706,2.0999361851271168,2.0983523369003176,nan,1.4148864067495466,1.4200999443608608
1N_1H_14x0_graphitic,32,0.5507213300092334,0.0,0.4464285714285714,0.4464285714285714,6,0.39667893138570054,0.7307394291000024,2.4590092330944113,nan,2,0.0,-0.015,0.004,0.115726,3.0,0.0,3.0,1.0,2.0625110090602465,2.1067094028650177,2.057163956757706,2.0999361851271168,2.6207388007519468,nan,1.4200999443608608,1.4347518436934266
1N_1H_14x0_graphitic,33,0.4738829312875208,0.0,0.4464285714285714,0.4464285714285714,6,0.2506147349524922,0.490325523400001,3.7717190355562593,nan,2,0.0,-0.001,0.009,0.115726,3.0,0.0,3.0,1.0,2.073138863683572,2.0946366135959673,2.057163956757706,2.0999361851271168,2.4325448725472425,nan,1.4225853259416372,1.4347518436934266
1N_1H_14x0_graphitic,34,0.6087924554103642,0.0,0.4464285714285714,0.4464285714285714,6,0.2462709021388617,0.47659639810000076,4.943572831148376,nan,2,0.0,0.0,-0.0,0.115726,3.0,0.0,3.0,1.0,2.068803877381413,2.099642223459803,2.057163956757706,2.0999361851271168,2.6229932669748153,nan,1.4281603528744007,1.4323678313609205
1N_1H_14x0_graphitic,35,0.5626811351403485,0.0,0.4464285714285714,0.4464285714285714,6,0.03219409718758533,0.3890269985999977,3.7688717477482108,nan,2,0.0,-0.0,0.004,0.115726,3.0,0.0,3.0,1.0,2.062518163907836,2.1012029168933886,2.057163956757706,2.0999361851271168,1.766938894194962,nan,1.4254123679190789,1.428921982805327
1N_1H_14x0_graphitic,36,0.6068068347498426,0.0,0.4464285714285714,0.4464285714285714,6,0.03027700410143357,0.3875674475999986,4.27978472849004,nan,2,0.0,-0.002,0.006,0.115726,3.0,0.0,3.0,1.0,2.076569216287057,2.0968748932515564,2.057163956757706,2.0999361851271168,2.1044905533607734,nan,1.4225853259416372,1.4298379329989335
1N_1H_14x0_graphitic,37,0.565237618201874,0.0,0.4464285714285714,0.4464285714285714,6,0.027543470742328206,0.36526519204999985,5.714732687910781,nan,2,0.0,0.0,0.002,0.115726,3.0,0.0,3.0,1.0,2.067428807013272,2.099347051578922,2.057163956757706,2.0999361851271168,2.1108794880707547,nan,1.426601932506646,1.4298379329989335
1N_1H_14x0_graphitic,38,0.6222161259191588,0.0,0.4464285714285714,0.4464285714285714,6,0.027970290714041786,0.3626238653500016,6.543244775665947,nan,2,0.0,0.001,-0.002,0.115726,3.0,0.0,3.0,1.0,2.072687393513192,2.0963349772771207,2.057163956757706,2.0999361851271168,2.303043124849839,nan,1.426601932506646,1.429906904444473
1N_1H_14x0_graphitic,39,0.5250501416226825,0.0,0.4464285714285714,0.4464285714285714,6,0.2482034712314653,0.48307061535000084,6.226754967967013,nan,2,0.0,-0.002,0.014,0.115726,3.0,0.0,3.0,1.0,2.0672810832755193,2.097460057116744,2.057163956757706,2.0999361851271168,1.693067156205637,nan,1.4261838123406418,1.4297798721868367
1N_1H_14x0_graphitic,40,0.604982801629208,0.0,0.4464285714285714,0.4464285714285714,6,0.25013442742091774,0.48880836375000136,6.545868237427954,nan,2,0.0,0.0,0.002,0.115726,3.0,0.0,3.0,1.0,2.069428267572492,2.0966330622858367,2.057163956757706,2.0999361851271168,1.9223913427794124,nan,1.4272124438990799,1.4297798721868367
1N_1H_14x0_graphitic,41,0.6324082836437432,0.0,0.4464285714285714,0.4464285714285714,6,0.4024979700188578,0.741920286400001,7.953510966497911,nan,2,0.0,-0.001,0.005,0.115726,3.0,0.0,3.0,1.0,2.0688991683848705,2.097497970325459,2.057163956757706,2.0999361851271168,1.966189230343827,nan,1.4272124438990799,1.4294230815350284
1N_1H_14x0_graphitic,42,0.6333701480758404,0.0,0.4464285714285714,0.4464285714285714,6,0.40070966409685316,0.7384547980500002,8.568197841059588,nan,2,0.0,-0.0,0.002,0.115726,3.0,0.0,3.0,1.0,2.070093957558785,2.097407246520468,2.057163956757706,2.0999361851271168,2.1299879091728746,nan,1.4270215740756287,1.4299671647968217
1N_1H_14x0_graphitic,47,0.6324081011970203,0.0,0.4464285714285714,0.4464285714285714,6,0.4025151299408281,0.7419295589499981,7.953467863412835,nan,2,0.0,-0.001,0.005,0.115726,3.0,0.0,3.0,1.0,2.068886654326824,2.097505188094673,2.057163956757706,2.0999361851271168,1.966191255513242,nan,1.4272043275755517,1.4294158035491311
1N_1H_14x0_graphitic,48,0.6333708285201992,0.0,0.4464285714285714,0.4464285714285714,6,0.40075325682944035,0.7385710341000022,8.56815608999656,nan,2,0.0,-0.0,0.002,0.115726,3.0,0.0,3.0,1.0,2.0700804498950767,2.0974145984695443,2.057163956757706,2.0999361851271168,2.1299899198952033,nan,1.4270140725488827,1.4299599912728882
1N_1H_14x0_graphitic,49,0.5250500953427895,0.0,0.4464285714285714,0.4464285714285714,6,0.24822082008436372,0.4830788956000003,6.226719683215405,nan,2,0.0,-0.002,0.013,0.115726,3.0,0.0,3.0,1.0,2.067268421440334,2.0974669640438384,2.057163956757706,2.0999361851271168,1.6930678623727131,nan,1.4261758994464055,1.4297757923926604
1N_1H_14x0_graphitic,50,0.6049829501641537,0.0,0.4464285714285714,0.4464285714285714,6,0.2501440681729847,0.48880516230000026,6.545836313246644,nan,2,0.0,0.0,0.001,0.115726,3.0,0.0,3.0,1.0,2.0694135864165304,2.0966391480521027,2.057163956757706,2.0999361851271168,1.9223923126289066,nan,1.4272043275755517,1.4297757923926604
1N_1H_14x0_graphitic,51,0.5652375727324978,0.0,0.4464285714285714,0.4464285714285714,6,0.027543584715902517,0.3652446494500001,5.714711859542105,nan,2,0.0,0.0,0.002,0.115726,3.0,0.0,3.0,1.0,2.067419533671664,2.0993546185038157,2.057163956757706,2.0999361851271168,2.110881685876962,nan,1.4265977930572977,1.4298324298560452
1N_1H_14x0_graphitic,52,0.6222174593987954,0.0,0.4464285714285714,0.4464285714285714,6,0.027968141539711014,0.36251735559999965,6.54322580890095,nan,2,0.0,0.001,-0.002,0.115726,3.0,0.0,3.0,1.0,2.07267488442898,2.096340632502704,2.057163956757706,2.0999361851271168,2.303044836935597,nan,1.4265977930572977,1.4298993470453547
1N_1H_14x0_graphitic,53,0.5626839351976243,0.0,0.4464285714285714,0.4464285714285714,6,0.032176679633080435,0.38903676169999724,3.7688573038984523,nan,2,0.0,-0.0,0.004,0.115726,3.0,0.0,3.0,1.0,2.06251038550587,2.101206154263523,2.057163956757706,2.0999361851271168,1.7669398151764764,nan,1.425409468482043,1.4289162124064974
1N_1H_14x0_graphitic,54,0.6068061035584673,0.0,0.4464285714285714,0.4464285714285714,6,0.030271642498008847,0.3875956645499974,4.279770372881373,nan,2,0.0,-0.002,0.006,0.115726,3.0,0.0,3.0,1.0,2.076559435498714,2.0968780607797584,2.057163956757706,2.0999361851271168,2.104491834388614,nan,1.4225798335333528,1.4298324298560452
1N_1H_14x0_graphitic,55,0.4737583100721109,0.0,0.4464285714285714,0.4464285714285714,6,0.2508407371377393,0.49111867620000105,3.771715609861407,nan,2,0.0,-0.001,0.009,0.115726,3.0,0.0,3.0,1.0,2.0731321591924043,2.094638403617739,2.057163956757706,2.0999361851271168,2.4325464225416926,nan,1.4225798335333528,1.4347493073892332
1N_1H_14x0_graphitic,56,0.6087926915244392,0.0,0.4464285714285714,0.4464285714285714,6,0.24627366266102796,0.476617324050002,4.9435686907454,nan,2,0.0,0.0,-0.0,0.115726,3.0,0.0,3.0,1.0,2.0687963227425494,2.099645616486817,2.057163956757706,2.0999361851271168,2.6229943672344698,nan,1.4281572730500873,1.4323657238129164
1N_1H_14x0_graphitic,57,-0.02439810660619516,0.0,0.4464285714285714,0.4464285714285714,6,0.3930253600197375,0.7388409429000014,1.4169012259365412,nan,2,0.0,0.134,0.012,0.115726,3.0,0.33333333333333304,3.0,1.0,2.06977381777586,2.1029736000788453,2.057163956757706,2.0999361851271168,2.098353657710042,nan,1.414890656418096,1.4200964209947842
1N_1H_14x0_graphitic,58,0.5507212417618917,0.0,0.4464285714285714,0.4464285714285714,6,0.3966889886803819,0.7307735361000018,2.4590078449301846,nan,2,0.0,-0.015,0.004,0.115726,3.0,0.0,3.0,1.0,2.06250911863188,2.106713606693031,2.057163956757706,2.0999361851271168,2.6207399473586013,nan,1.4200964209947842,1.4347493073892332
1N_1H_14x0_graphitic,59,0.19450392265238575,0.0,0.4464285714285714,0.4464285714285714,6,0.4526526534924338,0.8527129912000024,2.8612329565002828,nan,2,0.0,0.003,0.003,0.115726,3.0,0.0,3.0,1.0,2.040056501036145,2.108073882061884,2.057163956757706,2.0999361851271168,3.12733655177314,nan,1.4205000430084465,1.4280934370236178
1N_1H_14x0_graphitic,60,1.247280132420194,0.0,0.4464285714285714,0.4464285714285714,7,0.4072102661657944,0.7315581169000023,0.0,nan,2,0.0,-0.202,0.043,0.115726,3.0,1.0,3.0,1.0,2.057163956757706,2.0999361851271168,2.057163956757706,2.0999361851271168,nan,nan,1.4148864067495466,1.416375847658262
1N_1H_14x0_graphitic,61,0.5600374053604606,0.0,0.4464285714285714,0.4464285714285714,6,0.40248161899603935,0.7423086447000022,3.769446799362695,nan,2,0.0,0.001,0.002,0.115726,3.0,0.0,3.0,1.0,2.0654788337144985,2.10202454330703,2.057163956757706,2.0999361851271168,0.3312778743036936,nan,1.4266072387363555,1.4334365139000576
1N_1H_14x0_graphitic,62,0.45517839025685974,0.0,0.4464285714285714,0.4464285714285714,6,0.4005192450418119,0.7567215361000033,2.459707765103301,nan,2,0.0,-0.016,0.001,0.115726,3.0,0.0,3.0,1.0,2.072843284713689,2.0963977289790576,2.057163956757706,2.0999361851271168,0.5224897231810857,nan,1.421173396622725,1.4334365139000576
1N_1H_14x0_graphitic,63,0.1824255017778291,0.0,0.4464285714285714,0.4464285714285714,6,0.2399357782138631,0.465147475400002,2.852126244694517,nan,2,0.0,0.001,0.032,0.115726,3.0,0.0,3.0,1.0,2.07783062390686,2.1024479889834997,2.057163956757706,2.0999361851271168,1.0428727701284628,nan,1.4173686992971553,1.4283474023733094
1N_1H_14x0_graphitic,64,0.5479169446538995,0.0,0.4464285714285714,0.4464285714285714,6,0.24662014315451825,0.4851551617500016,2.4558133358526066,nan,2,0.0,-0.013,0.001,0.115726,3.0,0.0,3.0,1.0,2.066812377247675,2.1053808406242167,2.057163956757706,2.0999361851271168,1.5705903658188574,nan,1.417505520910844,1.4287288347176623
1N_1H_14x0_graphitic,65,0.4483406880876277,0.0,0.4464285714285714,0.4464285714285714,6,0.028048676234000015,0.3784214150499974,5.142054416446122,nan,2,0.0,-0.0,0.018,0.115726,3.0,0.0,3.0,1.0,2.0758714372675104,2.093961854581382,2.057163956757706,2.0999361851271168,0.7934037524765202,nan,1.4269001690653849,1.4314294591281869
1N_1H_14x0_graphitic,66,0.6475886197425997,0.0,0.4464285714285714,0.4464285714285714,6,0.03254456926215252,0.38595761889999736,4.274722857704835,nan,2,0.0,-0.004,0.001,0.115726,3.0,0.0,3.0,1.0,2.067371370275639,2.0988298566443557,2.057163956757706,2.0999361851271168,1.0380796959444112,nan,1.4173686992971553,1.4317025476719967
1N_1H_14x0_graphitic,67,0.4478511681733774,0.0,0.4464285714285714,0.4464285714285714,6,0.02668994726146007,0.36543084809999904,5.144029963266774,nan,2,0.0,0.002,0.006,0.115726,3.0,0.0,3.0,1.0,2.0690227062331017,2.097832477808889,2.057163956757706,2.0999361851271168,1.281259533880133,nan,1.4257420909172493,1.4317025476719967
1N_1H_14x0_graphitic,68,0.5861806659868829,0.0,0.4464285714285714,0.4464285714285714,6,0.028612142849768065,0.3739670965000004,4.942451464830975,nan,2,0.0,0.001,-0.004,0.115726,3.0,0.0,3.0,1.0,2.0662876188032397,2.098139115889975,2.057163956757706,2.0999361851271168,1.5713403529032177,nan,1.425991811666566,1.4294803222869987
1N_1H_14x0_graphitic,69,0.4201896608076436,0.0,0.4464285714285714,0.4464285714285714,6,0.24564913703392569,0.47802207694999943,7.133810947227384,nan,2,0.0,-0.001,0.023,0.115726,3.0,0.0,3.0,1.0,2.0707951749310576,2.097262889872349,2.057163956757706,2.0999361851271168,1.0231860398718935,nan,1.4241257155628746,1.4316970830419895
1N_1H_14x0_graphitic,70,0.6379287377352526,0.0,0.4464285714285714,0.4464285714285714,6,0.2508683663921616,0.4890701764499994,6.540242202076527,nan,2,0.0,-0.001,-0.001,0.115726,3.0,0.0,3.0,1.0,2.0679485678465626,2.0983529372340644,2.057163956757706,2.0999361851271168,1.2206343737745478,nan,1.4257420909172493,1.430950429110534
1N_1H_14x0_graphitic,71,0.6108669900966429,0.0,0.4464285714285714,0.4464285714285714,6,0.4028964716683565,0.7421031860999978,7.5550400809826215,nan,2,0.0,-0.0,0.006,0.115726,3.0,0.0,3.0,1.0,2.068367220477709,2.0963707040743875,2.057163956757706,2.0999361851271168,1.3664380321578589,nan,1.4281717393743982,1.4288956622038904
1N_1H_14x0_graphitic,72,0.6450850107226743,0.0,0.4464285714285714,0.4464285714285714,6,0.4043630491262758,0.7442989160500009,7.42107866928154,nan,2,0.0,-0.001,0.001,0.115726,3.0,0.0,3.0,1.0,2.068529752164066,2.096188210648867,2.057163956757706,2.0999361851271168,1.5715410486331907,nan,1.4261838123406418,1.4306767574219603
1N_1H_14x0_graphitic,77,0.6108652944706556,0.0,0.4464285714285714,0.4464285714285714,6,0.4028604686297014,0.7420164274999994,7.554993970261904,nan,2,0.0,-0.0,0.006,0.115726,3.0,0.0,3.0,1.0,2.068355251424144,2.096377557657047,2.057163956757706,2.0999361851271168,1.3664371337295198,nan,1.4281633508365301,1.4288904914648701
1N_1H_14x0_graphitic,78,0.6450842186249798,0.0,0.4464285714285714,0.4464285714285714,6,0.4043291854337871,0.7441704710999995,7.421032710225366,nan,2,0.0,-0.001,0.001,0.115726,3.0,0.0,3.0,1.0,2.068515829255467,2.0961953272731395,2.057163956757706,2.0999361851271168,1.5715404651525875,nan,1.4261758994464055,1.4306687841628223
1N_1H_14x0_graphitic,79,0.4201893925822524,0.0,0.4464285714285714,0.4464285714285714,6,0.24566774453182397,0.47803283194999935,7.13378089117733,nan,2,0.0,-0.001,0.023,0.115726,3.0,0.0,3.0,1.0,2.070781950772109,2.097269210177772,2.057163956757706,2.0999361851271168,1.023184150449456,nan,1.424117535493976,1.4316884209710643
1N_1H_14x0_graphitic,80,0.6379275823094616,0.0,0.4464285714285714,0.4464285714285714,6,0.250876814728686,0.48913524745000014,6.540211582103039,nan,2,0.0,-0.001,-0.001,0.115726,3.0,0.0,3.0,1.0,2.0679355647879,2.09835965069564,2.057163956757706,2.0999361851271168,1.220632354724504,nan,1.425733684684723,1.430945252867785
1N_1H_14x0_graphitic,81,0.44785182413517777,0.0,0.4464285714285714,0.4464285714285714,6,0.026685229121758795,0.3653508061499995,5.14400742191699,nan,2,0.0,0.002,0.006,0.115726,3.0,0.0,3.0,1.0,2.0690130750081526,2.0978386445846735,2.057163956757706,2.0999361851271168,1.2812583770824464,nan,1.425733684684723,1.4316962691641901
1N_1H_14x0_graphitic,82,0.5861801585229053,0.0,0.4464285714285714,0.4464285714285714,6,0.02860742376920021,0.37395281694999927,4.942429340923271,nan,2,0.0,0.001,-0.004,0.115726,3.0,0.0,3.0,1.0,2.0662739370641128,2.098144918659051,2.057163956757706,2.0999361851271168,1.5713395106087686,nan,1.4259875027352689,1.4294716885696885
1N_1H_14x0_graphitic,83,0.4486429367732878,0.0,0.4464285714285714,0.4464285714285714,6,0.027759616267543096,0.3777349250499986,5.142042312466131,nan,2,0.0,-0.0,0.018,0.115726,3.0,0.0,3.0,1.0,2.0758611453432265,2.0939657386412307,2.057163956757706,2.0999361851271168,0.7934023148958017,nan,1.4268946688891455,1.4314246162690858
1N_1H_14x0_graphitic,84,0.647587316357268,0.0,0.4464285714285714,0.4464285714285714,6,0.032535176206915845,0.3859501899499973,4.274710412087664,nan,2,0.0,-0.004,0.001,0.115726,3.0,0.0,3.0,1.0,2.0673638461850845,2.098833550322585,2.057163956757706,2.0999361851271168,1.038077513644556,nan,1.4173631836511633,1.4316962691641901
1N_1H_14x0_graphitic,85,0.1824221356147539,0.0,0.4464285714285714,0.4464285714285714,6,0.23993409710422553,0.46523220210000016,2.8521205525368147,nan,2,0.0,0.001,0.032,0.115726,3.0,0.0,3.0,1.0,2.077834507499906,2.102452131026219,2.057163956757706,2.0999361851271168,1.0428720238505638,nan,1.4173631836511633,1.4283445545620868
1N_1H_14x0_graphitic,86,0.5479159694845798,0.0,0.4464285714285714,0.4464285714285714,6,0.2466221508380542,0.4851783914500025,2.4558083611478274,nan,2,0.0,-0.013,0.001,0.115726,3.0,0.0,3.0,1.0,2.0668009717566296,2.105386383297693,2.057163956757706,2.0999361851271168,1.5705896788404174,nan,1.4175013285134062,1.428723234829544
1N_1H_14x0_graphitic,87,0.5600387720960365,0.0,0.4464285714285714,0.4464285714285714,6,0.40247567943649376,0.7422560785500023,3.769445156389738,nan,2,0.0,0.001,0.002,0.115726,3.0,0.0,3.0,1.0,2.0654760023026593,2.1020251608850145,2.057163956757706,2.0999361851271168,0.33127744009573723,nan,1.4266076360032274,1.433433745645233
1N_1H_14x0_graphitic,88,0.455180410955786,0.0,0.4464285714285714,0.4464285714285714,6,0.40053765140145947,0.7569034851000023,2.459708200620406,nan,2,0.0,-0.016,0.001,0.115726,3.0,0.0,3.0,1.0,2.0728396445441994,2.0963996977671515,2.057163956757706,2.0999361851271168,0.5224885956105862,nan,1.4211721798562336,1.433433745645233
