Ead,cV,cN,cH,Z,rmsd,rmaxsd,dminNS,daveNS,dminHS,daveHS,mult,chir,q,mu,Egap,cnN,dcnN,cnS,dcnS,aminS,amaxS,aminN,amaxN,adispN,adispH
   0.483,   0.446,   1.345,   0.448,   6,   0.377,   0.712,   2.415,   3.948,     nan,     nan,   2,   0.000,  -0.021,   0.007,   0.216,   2,   0,   3,   1,   2.061,   2.113,   2.115,   4.168,   0.530,     nan
   0.892,   0.446,   1.345,   0.448,   6,   0.362,   0.673,   1.336,   2.712,     nan,     nan,   2,   0.000,   0.200,  -0.007,   0.216,   2,   0,   3,   1,   2.043,   2.121,   2.115,   4.168,   1.059,     nan
  -0.287,   0.446,   1.345,   0.448,   6,   0.218,   0.454,   2.400,   3.069,     nan,     nan,   2,   0.000,  -0.020,   0.061,   0.216,   2,   0,   3,   1,   2.024,   2.133,   2.115,   4.168,   1.619,     nan
   0.940,   0.446,   1.345,   0.448,   6,   0.177,   0.338,   1.333,   2.698,     nan,     nan,   2,   0.000,   0.200,  -0.004,   0.216,   2,   0,   3,   1,   2.057,   2.112,   2.111,   4.172,   1.031,     nan
   0.403,   0.446,   1.345,   0.448,   6,   0.025,   0.332,   4.172,   5.260,     nan,     nan,   2,   0.000,  -0.001,   0.026,   0.216,   2,   0,   3,   1,   2.057,   2.109,   2.115,   4.168,   1.050,     nan
   0.970,   0.446,   1.345,   0.448,   6,   0.024,   0.300,   3.655,   4.396,     nan,     nan,   2,   0.000,   0.003,  -0.006,   0.216,   2,   0,   3,   1,   2.065,   2.115,   2.115,   4.168,   1.402,     nan
   0.469,   0.446,   1.345,   0.448,   6,   0.028,   0.334,   4.262,   5.262,     nan,     nan,   2,   0.000,  -0.004,   0.014,   0.216,   2,   0,   3,   1,   2.086,   2.090,   2.111,   4.172,   1.030,     nan
   0.864,   0.446,   1.345,   0.448,   6,   0.028,   0.335,   3.754,   5.070,     nan,     nan,   2,   0.000,   0.003,  -0.007,   0.216,   2,   0,   3,   1,   2.071,   2.106,   2.111,   4.172,   1.367,     nan
   0.409,   0.446,   1.345,   0.448,   6,   0.232,   0.449,   6.425,   7.242,     nan,     nan,   2,   0.000,  -0.001,   0.033,   0.216,   2,   0,   3,   1,   2.078,   2.097,   2.115,   4.168,   1.230,     nan
   0.863,   0.446,   1.345,   0.448,   6,   0.227,   0.440,   5.723,   6.650,     nan,     nan,   2,   0.000,   0.002,  -0.004,   0.216,   2,   0,   3,   1,   2.075,   2.101,   2.111,   4.172,   1.028,     nan
   0.735,   0.446,   1.345,   0.448,   6,   0.379,   0.700,   6.602,   7.695,     nan,     nan,   2,   0.000,  -0.000,   0.006,   0.216,   2,   0,   3,   1,   2.075,   2.099,   2.111,   4.172,   1.218,     nan
   0.876,   0.446,   1.345,   0.448,   6,   0.379,   0.696,   6.293,   7.578,     nan,     nan,   2,   0.000,   0.002,  -0.004,   0.216,   2,   0,   3,   1,   2.070,   2.102,   2.111,   4.172,   1.445,     nan
   0.735,   0.446,   1.345,   0.448,   6,   0.379,   0.700,   6.602,   7.695,     nan,     nan,   2,   0.000,  -0.000,   0.006,   0.216,   2,   0,   3,   1,   2.075,   2.099,   2.111,   4.172,   1.218,     nan
   0.877,   0.446,   1.345,   0.448,   6,   0.379,   0.695,   6.293,   7.578,     nan,     nan,   2,   0.000,   0.002,  -0.004,   0.216,   2,   0,   3,   1,   2.070,   2.102,   2.111,   4.172,   1.445,     nan
   0.409,   0.446,   1.345,   0.448,   6,   0.232,   0.449,   6.425,   7.242,     nan,     nan,   2,   0.000,  -0.001,   0.032,   0.216,   2,   0,   3,   1,   2.078,   2.097,   2.115,   4.168,   1.230,     nan
   0.863,   0.446,   1.345,   0.448,   6,   0.227,   0.440,   5.723,   6.650,     nan,     nan,   2,   0.000,   0.002,  -0.004,   0.216,   2,   0,   3,   1,   2.075,   2.101,   2.111,   4.172,   1.028,     nan
   0.469,   0.446,   1.345,   0.448,   6,   0.028,   0.334,   4.262,   5.262,     nan,     nan,   2,   0.000,  -0.004,   0.014,   0.216,   2,   0,   3,   1,   2.086,   2.090,   2.111,   4.172,   1.030,     nan
   0.864,   0.446,   1.345,   0.448,   6,   0.028,   0.333,   3.754,   5.070,     nan,     nan,   2,   0.000,   0.003,  -0.007,   0.216,   2,   0,   3,   1,   2.071,   2.106,   2.111,   4.172,   1.367,     nan
   0.403,   0.446,   1.345,   0.448,   6,   0.025,   0.332,   4.172,   5.260,     nan,     nan,   2,   0.000,  -0.001,   0.026,   0.216,   2,   0,   3,   1,   2.057,   2.109,   2.115,   4.168,   1.050,     nan
   0.970,   0.446,   1.345,   0.448,   6,   0.024,   0.300,   3.655,   4.396,     nan,     nan,   2,   0.000,   0.003,  -0.006,   0.216,   2,   0,   3,   1,   2.066,   2.115,   2.115,   4.168,   1.402,     nan
  -0.287,   0.446,   1.345,   0.448,   6,   0.218,   0.454,   2.400,   3.069,     nan,     nan,   2,   0.000,  -0.020,   0.061,   0.216,   2,   0,   3,   1,   2.024,   2.133,   2.115,   4.168,   1.619,     nan
   0.940,   0.446,   1.345,   0.448,   6,   0.177,   0.338,   1.333,   2.698,     nan,     nan,   2,   0.000,   0.200,  -0.004,   0.216,   2,   0,   3,   1,   2.057,   2.112,   2.111,   4.172,   1.031,     nan
   0.483,   0.446,   1.345,   0.448,   6,   0.377,   0.712,   2.415,   3.948,     nan,     nan,   2,   0.000,  -0.021,   0.007,   0.216,   2,   0,   3,   1,   2.061,   2.113,   2.115,   4.168,   0.530,     nan
   0.892,   0.446,   1.345,   0.448,   6,   0.362,   0.673,   1.336,   2.712,     nan,     nan,   2,   0.000,   0.200,  -0.007,   0.216,   2,   0,   3,   1,   2.043,   2.121,   2.115,   4.168,   1.059,     nan
   0.990,   0.446,   1.345,   0.448,   6,   0.421,   0.786,   2.802,   4.433,     nan,     nan,   2,   0.000,   0.013,  -0.003,   0.216,   2,   0,   3,   1,   2.063,   2.099,   2.115,   4.168,   0.047,     nan
   0.774,   0.446,   1.345,   0.448,   6,   0.362,   0.680,   6.484,   7.971,     nan,     nan,   2,   0.000,  -0.000,   0.003,   0.216,   2,   0,   3,   1,   2.065,   2.098,   2.115,   4.168,   0.191,     nan
   0.833,   0.446,   1.345,   0.448,   6,   0.366,   0.687,   5.090,   6.657,     nan,     nan,   2,   0.000,   0.002,  -0.003,   0.216,   2,   0,   3,   1,   2.067,   2.099,   2.115,   4.168,   0.244,     nan
   0.559,   0.446,   1.345,   0.448,   6,   0.207,   0.406,   4.875,   6.339,     nan,     nan,   2,   0.000,   0.001,   0.013,   0.216,   2,   0,   3,   1,   2.066,   2.097,   2.115,   4.168,   0.522,     nan
   0.763,   0.446,   1.345,   0.448,   6,   0.203,   0.399,   3.705,   5.086,     nan,     nan,   2,   0.000,   0.004,  -0.005,   0.216,   2,   0,   3,   1,   2.054,   2.112,   2.115,   4.168,   0.716,     nan
   0.654,   0.446,   1.345,   0.448,   6,   0.035,   0.342,   7.338,   8.717,     nan,     nan,   2,   0.000,   0.001,   0.009,   0.216,   2,   0,   3,   1,   2.070,   2.098,   2.115,   4.168,   0.515,     nan
   0.890,   0.446,   1.345,   0.448,   6,   0.027,   0.331,   6.137,   7.519,     nan,     nan,   2,   0.000,   0.002,  -0.003,   0.216,   2,   0,   3,   1,   2.065,   2.103,   2.115,   4.168,   0.630,     nan
   0.759,   0.446,   1.345,   0.448,   6,   0.025,   0.328,   6.431,   7.645,     nan,     nan,   2,   0.000,  -0.001,   0.004,   0.216,   2,   0,   3,   1,   2.065,   2.099,   2.115,   4.168,   0.843,     nan
   0.877,   0.446,   1.345,   0.448,   6,   0.025,   0.329,   5.589,   6.636,     nan,     nan,   2,   0.000,   0.001,  -0.006,   0.216,   2,   0,   3,   1,   2.074,   2.102,   2.115,   4.168,   1.039,     nan
   0.585,   0.446,   1.345,   0.448,   6,   0.243,   0.468,   8.810,  10.047,     nan,     nan,   2,   0.000,   0.001,   0.016,   0.216,   2,   0,   3,   1,   2.069,   2.097,   2.115,   4.168,   0.740,     nan
   0.841,   0.446,   1.345,   0.448,   6,   0.239,   0.463,   7.835,   9.008,     nan,     nan,   2,   0.000,   0.001,  -0.004,   0.216,   2,   0,   3,   1,   2.073,   2.098,   2.115,   4.168,   0.867,     nan
   0.610,   0.446,   1.345,   0.448,   6,   0.384,   0.710,   8.455,   9.474,     nan,     nan,   2,   0.000,   0.000,   0.014,   0.216,   2,   0,   3,   1,   2.074,   2.096,   2.115,   4.168,   1.018,     nan
   0.903,   0.446,   1.345,   0.448,   6,   0.373,   0.687,   7.838,   8.682,     nan,     nan,   2,   0.000,   0.001,  -0.005,   0.216,   2,   0,   3,   1,   2.074,   2.098,   2.115,   4.168,   1.184,     nan
   0.610,   0.446,   1.345,   0.448,   6,   0.384,   0.710,   8.455,   9.474,     nan,     nan,   2,   0.000,   0.000,   0.014,   0.216,   2,   0,   3,   1,   2.074,   2.096,   2.115,   4.168,   1.018,     nan
   0.903,   0.446,   1.345,   0.448,   6,   0.373,   0.687,   7.838,   8.682,     nan,     nan,   2,   0.000,   0.001,  -0.004,   0.216,   2,   0,   3,   1,   2.074,   2.098,   2.115,   4.168,   1.184,     nan
   0.585,   0.446,   1.345,   0.448,   6,   0.243,   0.468,   8.810,  10.047,     nan,     nan,   2,   0.000,   0.001,   0.016,   0.216,   2,   0,   3,   1,   2.069,   2.097,   2.115,   4.168,   0.740,     nan
   0.841,   0.446,   1.345,   0.448,   6,   0.239,   0.463,   7.835,   9.008,     nan,     nan,   2,   0.000,   0.001,  -0.004,   0.216,   2,   0,   3,   1,   2.073,   2.098,   2.115,   4.168,   0.867,     nan
   0.759,   0.446,   1.345,   0.448,   6,   0.025,   0.328,   6.431,   7.645,     nan,     nan,   2,   0.000,  -0.001,   0.004,   0.216,   2,   0,   3,   1,   2.065,   2.099,   2.115,   4.168,   0.843,     nan
   0.877,   0.446,   1.345,   0.448,   6,   0.025,   0.329,   5.589,   6.636,     nan,     nan,   2,   0.000,   0.001,  -0.006,   0.216,   2,   0,   3,   1,   2.074,   2.102,   2.115,   4.168,   1.039,     nan
   0.654,   0.446,   1.345,   0.448,   6,   0.035,   0.342,   7.338,   8.717,     nan,     nan,   2,   0.000,   0.001,   0.009,   0.216,   2,   0,   3,   1,   2.070,   2.098,   2.115,   4.168,   0.515,     nan
   0.890,   0.446,   1.345,   0.448,   6,   0.027,   0.331,   6.137,   7.519,     nan,     nan,   2,   0.000,   0.002,  -0.003,   0.216,   2,   0,   3,   1,   2.065,   2.103,   2.115,   4.168,   0.630,     nan
   0.559,   0.446,   1.345,   0.448,   6,   0.207,   0.406,   4.875,   6.339,     nan,     nan,   2,   0.000,   0.001,   0.013,   0.216,   2,   0,   3,   1,   2.066,   2.097,   2.115,   4.168,   0.522,     nan
   0.763,   0.446,   1.345,   0.448,   6,   0.203,   0.399,   3.705,   5.086,     nan,     nan,   2,   0.000,   0.004,  -0.005,   0.216,   2,   0,   3,   1,   2.054,   2.112,   2.115,   4.168,   0.716,     nan
   0.774,   0.446,   1.345,   0.448,   6,   0.362,   0.680,   6.484,   7.971,     nan,     nan,   2,   0.000,  -0.000,   0.003,   0.216,   2,   0,   3,   1,   2.065,   2.098,   2.115,   4.168,   0.191,     nan
   0.834,   0.446,   1.345,   0.448,   6,   0.366,   0.680,   5.090,   6.657,     nan,     nan,   2,   0.000,   0.002,  -0.003,   0.216,   2,   0,   3,   1,   2.067,   2.099,   2.115,   4.168,   0.244,     nan
   0.581,   0.446,   1.345,   0.448,   6,   0.425,   0.789,   4.231,   5.837,     nan,     nan,   2,   0.000,   0.001,   0.010,   0.216,   2,   0,   3,   1,   2.075,   2.092,   2.115,   4.168,   0.032,     nan
  -2.185,   0.446,   1.345,   0.448,   7,   0.022,   0.208,   0.000,   1.755,     nan,     nan,   2,   0.000,  -0.374,   0.051,   0.216,   2,   1,   2,   1,   2.115,   4.168,   2.115,   4.168,     nan,     nan
  -2.123,   0.446,   1.345,   0.448,   7,   0.014,   0.130,   0.000,   1.788,     nan,     nan,   2,   0.000,  -0.380,   0.031,   0.216,   2,   1,   2,   1,   2.111,   4.172,   2.111,   4.172,     nan,     nan
  -2.123,   0.446,   1.345,   0.448,   7,   0.014,   0.130,   0.000,   1.788,     nan,     nan,   2,   0.000,  -0.380,   0.032,   0.216,   2,   1,   2,   1,   2.111,   4.172,   2.111,   4.172,     nan,     nan
   0.694,   0.893,   1.802,   0.450,   6,   0.416,   0.754,   6.565,   7.268,     nan,     nan,   1,   0.000,  -0.002,   0.000,   0.533,   2,   0,   3,   1,   2.035,   2.108,   2.111,   4.172,   3.017,     nan
   0.634,   0.893,   1.802,   0.450,   6,   0.356,   0.661,   4.259,   5.989,     nan,     nan,   1,   0.000,  -0.002,   0.000,   0.533,   2,   0,   3,   1,   2.046,   2.123,   2.111,   4.172,   3.094,     nan
   0.746,   0.893,   1.802,   0.450,   6,   0.359,   0.668,   5.695,   7.367,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.043,   2.107,   2.111,   4.172,   3.106,     nan
   0.838,   0.893,   1.802,   0.450,   6,   0.180,   0.365,   6.529,   7.671,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.062,   2.105,   2.111,   4.172,   2.957,     nan
   0.838,   0.893,   1.802,   0.450,   6,   0.181,   0.365,   6.529,   7.671,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.062,   2.105,   2.111,   4.172,   3.031,     nan
   0.884,   0.893,   1.802,   0.450,   6,   0.026,   0.333,   4.917,   6.960,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.533,   2,   0,   3,   1,   2.067,   2.100,   2.111,   4.172,   2.624,     nan
   0.922,   0.893,   1.802,   0.450,   6,   0.027,   0.339,   6.202,   8.172,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.072,   2.096,   2.111,   4.172,   2.739,     nan
   0.838,   0.893,   1.802,   0.450,   6,   0.039,   0.315,   7.411,   8.788,     nan,     nan,   1,   0.000,  -0.000,  -0.000,   0.533,   2,   0,   3,   1,   2.072,   2.097,   2.111,   4.172,   2.625,     nan
   0.838,   0.893,   1.802,   0.450,   6,   0.043,   0.316,   7.411,   8.788,     nan,     nan,   1,   0.000,  -0.000,   0.000,   0.533,   2,   0,   3,   1,   2.072,   2.097,   2.111,   4.172,   2.814,     nan
   0.901,   0.893,   1.802,   0.450,   6,   0.250,   0.482,   6.554,   8.587,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.074,   2.097,   2.111,   4.172,   2.297,     nan
   0.897,   0.893,   1.802,   0.450,   6,   0.251,   0.484,   7.566,   9.591,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.075,   2.097,   2.111,   4.172,   2.441,     nan
   0.923,   0.893,   1.802,   0.450,   6,   0.395,   0.728,   8.969,  10.443,     nan,     nan,   1,   0.000,   0.000,  -0.000,   0.533,   2,   0,   3,   1,   2.074,   2.096,   2.111,   4.172,   2.395,     nan
   0.923,   0.893,   1.802,   0.450,   6,   0.396,   0.728,   8.969,  10.443,     nan,     nan,   1,   0.000,   0.000,  -0.000,   0.533,   2,   0,   3,   1,   2.075,   2.096,   2.111,   4.172,   2.635,     nan
   0.923,   0.893,   1.802,   0.450,   6,   0.395,   0.728,   8.969,  10.443,     nan,     nan,   1,   0.000,   0.000,   0.000,   0.533,   2,   0,   3,   1,   2.074,   2.096,   2.111,   4.172,   2.395,     nan
   0.923,   0.893,   1.802,   0.450,   6,   0.396,   0.728,   8.969,  10.443,     nan,     nan,   1,   0.000,   0.000,  -0.000,   0.533,   2,   0,   3,   1,   2.075,   2.096,   2.111,   4.172,   2.636,     nan
   0.901,   0.893,   1.802,   0.450,   6,   0.250,   0.482,   6.554,   8.587,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.074,   2.097,   2.111,   4.172,   2.297,     nan
   0.897,   0.893,   1.802,   0.450,   6,   0.251,   0.484,   7.566,   9.591,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.075,   2.097,   2.111,   4.172,   2.441,     nan
   0.838,   0.893,   1.802,   0.450,   6,   0.039,   0.315,   7.411,   8.788,     nan,     nan,   1,   0.000,  -0.000,  -0.000,   0.533,   2,   0,   3,   1,   2.072,   2.097,   2.111,   4.172,   2.625,     nan
   0.838,   0.893,   1.802,   0.450,   6,   0.043,   0.316,   7.411,   8.788,     nan,     nan,   1,   0.000,  -0.000,   0.000,   0.533,   2,   0,   3,   1,   2.072,   2.097,   2.111,   4.172,   2.814,     nan
   0.884,   0.893,   1.802,   0.450,   6,   0.026,   0.333,   4.917,   6.960,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.533,   2,   0,   3,   1,   2.067,   2.100,   2.111,   4.172,   2.624,     nan
   0.922,   0.893,   1.802,   0.450,   6,   0.027,   0.339,   6.202,   8.172,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.072,   2.096,   2.111,   4.172,   2.739,     nan
   0.838,   0.893,   1.802,   0.450,   6,   0.180,   0.365,   6.529,   7.671,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.062,   2.105,   2.111,   4.172,   2.957,     nan
   0.838,   0.893,   1.802,   0.450,   6,   0.181,   0.365,   6.529,   7.671,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.062,   2.105,   2.111,   4.172,   3.031,     nan
   0.634,   0.893,   1.802,   0.450,   6,   0.356,   0.661,   4.258,   5.989,     nan,     nan,   1,   0.000,  -0.002,   0.000,   0.533,   2,   0,   3,   1,   2.046,   2.123,   2.111,   4.172,   3.094,     nan
   0.746,   0.893,   1.802,   0.450,   6,   0.359,   0.668,   5.695,   7.367,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.043,   2.107,   2.111,   4.172,   3.106,     nan
   0.690,   0.893,   1.802,   0.450,   6,   0.422,   0.761,   6.565,   7.268,     nan,     nan,   1,   0.000,  -0.002,  -0.000,   0.533,   2,   0,   3,   1,   2.035,   2.108,   2.111,   4.172,   2.936,     nan
   0.884,   0.893,   1.802,   0.450,   6,   0.424,   0.765,   3.748,   5.131,     nan,     nan,   1,   0.000,   0.002,  -0.000,   0.533,   2,   0,   3,   1,   2.004,   2.126,   2.111,   4.172,   2.775,     nan
   0.723,   0.893,   1.802,   0.450,   6,   0.389,   0.778,   1.353,   3.380,     nan,     nan,   1,   0.000,   0.200,   0.000,   0.533,   2,   0,   3,   1,   2.028,   2.120,   2.111,   4.172,   3.043,     nan
   0.853,   0.893,   1.802,   0.450,   6,   0.176,   0.356,   2.425,   4.553,     nan,     nan,   1,   0.000,  -0.021,   0.000,   0.533,   2,   0,   3,   1,   2.037,   2.135,   2.111,   4.172,   2.626,     nan
   0.826,   0.893,   1.802,   0.450,   6,   0.181,   0.370,   3.743,   5.743,     nan,     nan,   1,   0.000,   0.005,  -0.000,   0.533,   2,   0,   3,   1,   2.074,   2.099,   2.111,   4.172,   2.816,     nan
   0.882,   0.893,   1.802,   0.450,   6,   0.027,   0.328,   2.398,   4.226,     nan,     nan,   1,   0.000,  -0.029,   0.000,   0.533,   2,   0,   3,   1,   2.066,   2.123,   2.111,   4.172,   1.565,     nan
   1.022,   0.893,   1.802,   0.450,   6,   0.040,   0.351,   2.800,   4.890,     nan,     nan,   1,   0.000,   0.015,   0.000,   0.533,   2,   0,   3,   1,   2.073,   2.107,   2.111,   4.172,   2.097,     nan
   0.776,   0.893,   1.802,   0.450,   6,   0.033,   0.323,   4.261,   6.289,     nan,     nan,   1,   0.000,  -0.003,  -0.000,   0.533,   2,   0,   3,   1,   2.068,   2.099,   2.111,   4.172,   2.100,     nan
   0.859,   0.893,   1.802,   0.450,   6,   0.037,   0.322,   5.127,   7.193,     nan,     nan,   1,   0.000,   0.002,  -0.000,   0.533,   2,   0,   3,   1,   2.074,   2.097,   2.111,   4.172,   2.344,     nan
   0.942,   0.893,   1.802,   0.450,   6,   0.241,   0.465,   4.948,   6.561,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.076,   2.098,   2.111,   4.172,   1.568,     nan
   0.894,   0.893,   1.802,   0.450,   6,   0.250,   0.483,   5.157,   7.018,     nan,     nan,   1,   0.000,   0.005,   0.000,   0.533,   2,   0,   3,   1,   2.078,   2.096,   2.111,   4.172,   1.858,     nan
   0.903,   0.893,   1.802,   0.450,   6,   0.392,   0.722,   6.616,   8.477,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.533,   2,   0,   3,   1,   2.072,   2.098,   2.111,   4.172,   1.916,     nan
   0.939,   0.893,   1.802,   0.450,   6,   0.394,   0.726,   7.203,   9.166,     nan,     nan,   1,   0.000,   0.002,   0.000,   0.533,   2,   0,   3,   1,   2.074,   2.098,   2.111,   4.172,   2.111,     nan
   0.902,   0.893,   1.802,   0.450,   6,   0.392,   0.723,   6.616,   8.477,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.533,   2,   0,   3,   1,   2.072,   2.098,   2.111,   4.172,   1.916,     nan
   0.939,   0.893,   1.802,   0.450,   6,   0.394,   0.726,   7.203,   9.166,     nan,     nan,   1,   0.000,   0.002,   0.000,   0.533,   2,   0,   3,   1,   2.074,   2.098,   2.111,   4.172,   2.111,     nan
   0.942,   0.893,   1.802,   0.450,   6,   0.241,   0.466,   4.948,   6.561,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.076,   2.098,   2.111,   4.172,   1.568,     nan
   0.894,   0.893,   1.802,   0.450,   6,   0.250,   0.483,   5.157,   7.018,     nan,     nan,   1,   0.000,   0.005,   0.000,   0.533,   2,   0,   3,   1,   2.078,   2.096,   2.111,   4.172,   1.858,     nan
   0.776,   0.893,   1.802,   0.450,   6,   0.033,   0.322,   4.261,   6.289,     nan,     nan,   1,   0.000,  -0.003,   0.000,   0.533,   2,   0,   3,   1,   2.068,   2.099,   2.111,   4.172,   2.100,     nan
   0.859,   0.893,   1.802,   0.450,   6,   0.037,   0.322,   5.127,   7.193,     nan,     nan,   1,   0.000,   0.002,  -0.000,   0.533,   2,   0,   3,   1,   2.074,   2.097,   2.111,   4.172,   2.344,     nan
   0.882,   0.893,   1.802,   0.450,   6,   0.027,   0.328,   2.398,   4.226,     nan,     nan,   1,   0.000,  -0.029,   0.000,   0.533,   2,   0,   3,   1,   2.066,   2.123,   2.111,   4.172,   1.565,     nan
   1.022,   0.893,   1.802,   0.450,   6,   0.040,   0.351,   2.799,   4.890,     nan,     nan,   1,   0.000,   0.015,   0.000,   0.533,   2,   0,   3,   1,   2.073,   2.107,   2.111,   4.172,   2.097,     nan
   0.853,   0.893,   1.802,   0.450,   6,   0.176,   0.355,   2.425,   4.553,     nan,     nan,   1,   0.000,  -0.021,   0.000,   0.533,   2,   0,   3,   1,   2.037,   2.135,   2.111,   4.172,   2.626,     nan
   0.826,   0.893,   1.802,   0.450,   6,   0.181,   0.370,   3.743,   5.742,     nan,     nan,   1,   0.000,   0.005,   0.000,   0.533,   2,   0,   3,   1,   2.074,   2.099,   2.111,   4.172,   2.816,     nan
   0.723,   0.893,   1.802,   0.450,   6,   0.389,   0.779,   1.353,   3.380,     nan,     nan,   1,   0.000,   0.200,  -0.000,   0.533,   2,   0,   3,   1,   2.028,   2.120,   2.111,   4.172,   3.043,     nan
   0.128,   0.893,   1.802,   0.450,   6,   0.418,   0.758,   2.462,   3.789,     nan,     nan,   1,   0.000,  -0.026,   0.000,   0.533,   2,   0,   3,   1,   2.073,   2.094,   2.111,   4.172,   2.564,     nan
   0.723,   0.893,   1.802,   0.450,   6,   0.389,   0.779,   1.353,   3.380,     nan,     nan,   1,   0.000,   0.200,   0.000,   0.533,   2,   0,   3,   1,   2.028,   2.120,   2.111,   4.172,   0.099,     nan
   0.696,   0.893,   1.802,   0.450,   6,   0.178,   0.364,   1.321,   3.001,     nan,     nan,   1,   0.000,   0.194,  -0.000,   0.533,   2,   0,   3,   1,   2.056,   2.108,   2.111,   4.172,   2.108,     nan
   0.696,   0.893,   1.802,   0.450,   6,   0.179,   0.364,   1.321,   3.001,     nan,     nan,   1,   0.000,   0.194,  -0.000,   0.533,   2,   0,   3,   1,   2.056,   2.108,   2.111,   4.172,   1.033,     nan
   1.022,   0.893,   1.802,   0.450,   6,   0.040,   0.351,   2.799,   4.890,     nan,     nan,   1,   0.000,   0.015,   0.000,   0.533,   2,   0,   3,   1,   2.073,   2.107,   2.111,   4.172,   1.045,     nan
   0.882,   0.893,   1.802,   0.450,   6,   0.027,   0.328,   2.398,   4.226,     nan,     nan,   1,   0.000,  -0.029,   0.000,   0.533,   2,   0,   3,   1,   2.066,   2.123,   2.111,   4.172,   1.577,     nan
   0.753,   0.893,   1.802,   0.450,   6,   0.033,   0.358,   3.730,   5.217,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.084,   2.096,   2.111,   4.172,   1.768,     nan
   0.753,   0.893,   1.802,   0.450,   6,   0.033,   0.358,   3.731,   5.217,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.084,   2.096,   2.111,   4.172,   1.374,     nan
   0.894,   0.893,   1.802,   0.450,   6,   0.250,   0.483,   5.157,   7.018,     nan,     nan,   1,   0.000,   0.005,   0.000,   0.533,   2,   0,   3,   1,   2.078,   2.096,   2.111,   4.172,   1.284,     nan
   0.942,   0.893,   1.802,   0.450,   6,   0.241,   0.466,   4.948,   6.562,     nan,     nan,   1,   0.000,   0.001,   0.000,   0.533,   2,   0,   3,   1,   2.076,   2.098,   2.111,   4.172,   1.573,     nan
   0.897,   0.893,   1.802,   0.450,   6,   0.389,   0.719,   6.302,   7.724,     nan,     nan,   1,   0.000,  -0.000,   0.000,   0.533,   2,   0,   3,   1,   2.073,   2.097,   2.111,   4.172,   1.692,     nan
   0.897,   0.893,   1.802,   0.450,   6,   0.389,   0.719,   6.302,   7.724,     nan,     nan,   1,   0.000,  -0.001,   0.000,   0.533,   2,   0,   3,   1,   2.073,   2.097,   2.111,   4.172,   1.450,     nan
   0.897,   0.893,   1.802,   0.450,   6,   0.389,   0.719,   6.302,   7.724,     nan,     nan,   1,   0.000,  -0.000,  -0.000,   0.533,   2,   0,   3,   1,   2.073,   2.097,   2.111,   4.172,   1.692,     nan
   0.897,   0.893,   1.802,   0.450,   6,   0.389,   0.719,   6.302,   7.724,     nan,     nan,   1,   0.000,  -0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.073,   2.097,   2.111,   4.172,   1.450,     nan
   0.894,   0.893,   1.802,   0.450,   6,   0.250,   0.483,   5.157,   7.018,     nan,     nan,   1,   0.000,   0.005,   0.000,   0.533,   2,   0,   3,   1,   2.078,   2.096,   2.111,   4.172,   1.284,     nan
   0.942,   0.893,   1.802,   0.450,   6,   0.241,   0.466,   4.948,   6.561,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.076,   2.098,   2.111,   4.172,   1.573,     nan
   0.753,   0.893,   1.802,   0.450,   6,   0.033,   0.358,   3.730,   5.217,     nan,     nan,   1,   0.000,   0.001,  -0.000,   0.533,   2,   0,   3,   1,   2.084,   2.096,   2.111,   4.172,   1.768,     nan
